表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
ひけ,動詞,自立,*,*,五段・カ行イ音便,命令ｅ,ひく,ヒケ,ヒケ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
トロメライ,名詞,固有名詞,組織,*,*,*,トロメライ,*,*
、,記号,読点,*,*,*,*,、,、,、
ロマチックシューマン,名詞,一般,*,*,*,*,ロマチックシューマン,*,*
作曲,名詞,サ変接続,*,*,*,*,作曲,サッキョク,サッキョク
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
猫,名詞,一般,*,*,*,*,猫,ネコ,ネコ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
口,名詞,一般,*,*,*,*,口,クチ,クチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
拭い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,拭く,フイ,フイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
済まし,動詞,自立,*,*,五段・サ行,連用形,済ます,スマシ,スマシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
云い,動詞,自立,*,*,五段・ワ行促音便,連用形,云う,イイ,イイ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
そう,副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。,記号,句点,*,*,*,*,。,。,。
トロメライ,名詞,固有名詞,組織,*,*,*,トロメライ,*,*
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
こういう,連体詞,*,*,*,*,*,こういう,コウイウ,コーユウ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
セロ,名詞,一般,*,*,*,*,セロ,セロ,セロ
弾き,動詞,自立,*,*,五段・カ行イ音便,連用形,弾く,ハジキ,ハジキ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
と,助詞,格助詞,一般,*,*,*,と,ト,ト
思っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
まずは,接続詞,*,*,*,*,*,まずは,マズハ,マズワ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
けち,名詞,一般,*,*,*,*,けち,ケチ,ケチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
引きさい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,引きさく,ヒキサイ,ヒキサイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
じ,助動詞,*,*,*,不変化型,基本形,じ,ジ,ジ
ぶん,名詞,一般,*,*,*,*,ぶん,ブン,ブン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
耳,名詞,一般,*,*,*,*,耳,ミミ,ミミ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
穴,名詞,一般,*,*,*,*,穴,アナ,アナ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
ぎっしり,副詞,助詞類接続,*,*,*,*,ぎっしり,ギッシリ,ギッシリ
つめ,動詞,自立,*,*,一段,連用形,つめる,ツメ,ツメ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
それから,接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ
まるで,副詞,一般,*,*,*,*,まるで,マルデ,マルデ
嵐,名詞,一般,*,*,*,*,嵐,アラシ,アラシ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
勢,名詞,一般,*,*,*,*,勢,ゼイ,ゼイ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
「,記号,括弧開,*,*,*,*,「,「,「
印度,名詞,固有名詞,地域,国,*,*,印度,インド,インド
の,助詞,連体化,*,*,*,*,の,ノ,ノ
虎,名詞,一般,*,*,*,*,虎,トラ,トラ
狩,名詞,一般,*,*,*,*,狩,カリ,カリ
」,記号,括弧閉,*,*,*,*,」,」,」
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
譜,名詞,一般,*,*,*,*,譜,フ,フ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
弾き,動詞,自立,*,*,五段・カ行イ音便,連用形,弾く,ハジキ,ハジキ
はじめ,動詞,非自立,*,*,一段,連用形,はじめる,ハジメ,ハジメ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
すると,接続詞,*,*,*,*,*,すると,スルト,スルト
猫,名詞,一般,*,*,*,*,猫,ネコ,ネコ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
しばらく,副詞,助詞類接続,*,*,*,*,しばらく,シバラク,シバラク
首,名詞,一般,*,*,*,*,首,クビ,クビ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
まげ,動詞,自立,*,*,一段,連用形,まげる,マゲ,マゲ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
聞い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
いきなり,副詞,助詞類接続,*,*,*,*,いきなり,イキナリ,イキナリ
パチパチパチッ,名詞,一般,*,*,*,*,パチパチパチッ,*,*
と,助詞,並立助詞,*,*,*,*,と,ト,ト
眼,名詞,一般,*,*,*,*,眼,メ,メ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
思う,動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ
と,助詞,接続助詞,*,*,*,*,と,ト,ト
ぱっと,副詞,一般,*,*,*,*,ぱっと,パット,パット
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
方,名詞,非自立,一般,*,*,*,方,ホウ,ホー
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
飛び,動詞,自立,*,*,五段・バ行,連用形,飛ぶ,トビ,トビ
のき,動詞,自立,*,*,五段・カ行イ音便,連用形,のく,ノキ,ノキ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
いきなり,副詞,助詞類接続,*,*,*,*,いきなり,イキナリ,イキナリ
どんと,副詞,一般,*,*,*,*,どんと,ドント,ドント
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
からだ,名詞,一般,*,*,*,*,からだ,カラダ,カラダ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
ぶっつけ,動詞,自立,*,*,一段,連用形,ぶっつける,ブッツケ,ブッツケ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
扉,名詞,一般,*,*,*,*,扉,トビラ,トビラ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
あき,動詞,自立,*,*,一段,連用形,あきる,アキ,アキ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
猫,名詞,一般,*,*,*,*,猫,ネコ,ネコ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
さあ,感動詞,*,*,*,*,*,さあ,サア,サー
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
一生,名詞,副詞可能,*,*,*,*,一生,イッショウ,イッショー
一,名詞,数,*,*,*,*,一,イチ,イチ
代,名詞,接尾,助数詞,*,*,*,代,ダイ,ダイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
失敗,名詞,サ変接続,*,*,*,*,失敗,シッパイ,シッパイ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
風,名詞,一般,*,*,*,*,風,カゼ,カゼ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
あわて,動詞,自立,*,*,一段,連用形,あわてる,アワテ,アワテ
だし,動詞,非自立,*,*,五段・サ行,連用形,だす,ダシ,ダシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
眼,名詞,一般,*,*,*,*,眼,メ,メ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
額,名詞,一般,*,*,*,*,額,ガク,ガク
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
ぱちぱち,副詞,一般,*,*,*,*,ぱちぱち,パチパチ,パチパチ
火花,名詞,一般,*,*,*,*,火花,ヒバナ,ヒバナ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
出し,動詞,自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
すると,接続詞,*,*,*,*,*,すると,スルト,スルト
こんど,名詞,副詞可能,*,*,*,*,こんど,コンド,コンド
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
口,名詞,一般,*,*,*,*,口,クチ,クチ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ひ,動詞,自立,*,*,一段,連用形,ひる,ヒ,ヒ
げ,名詞,接尾,一般,*,*,*,げ,ゲ,ゲ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
も,助詞,係助詞,*,*,*,*,も,モ,モ
鼻,名詞,一般,*,*,*,*,鼻,ハナ,ハナ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
も,助詞,係助詞,*,*,*,*,も,モ,モ
出,動詞,自立,*,*,一段,連用形,出る,デ,デ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
猫,名詞,一般,*,*,*,*,猫,ネコ,ネコ
はくす,動詞,自立,*,*,五段・サ行,基本形,はくす,ハクス,ハクス
ぐったがってしばらくくしゃみをするような,名詞,一般,*,*,*,*,ぐったがってしばらくくしゃみをするような,*,*
顔,名詞,接尾,一般,*,*,*,顔,ガオ,ガオ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
また,副詞,助詞類接続,*,*,*,*,また,マタ,マタ
さあ,感動詞,*,*,*,*,*,さあ,サア,サー
こうして,接続詞,*,*,*,*,*,こうして,コウシテ,コーシテ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
い,動詞,自立,*,*,一段,未然形,いる,イ,イ
られ,動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
はせ,動詞,自立,*,*,一段,連用形,はせる,ハセ,ハセ
あるき,動詞,自立,*,*,五段・カ行イ音便,連用形,あるく,アルキ,アルキ
だし,動詞,非自立,*,*,五段・サ行,連用形,だす,ダシ,ダシ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
ゴーシュ,名詞,一般,*,*,*,*,ゴーシュ,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
すっかり,副詞,一般,*,*,*,*,すっかり,スッカリ,スッカリ
面白く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,面白い,オモシロク,オモシロク
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ますます,副詞,助詞類接続,*,*,*,*,ますます,マスマス,マスマス
勢,名詞,一般,*,*,*,*,勢,ゼイ,ゼイ
よく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク
やり,動詞,自立,*,*,五段・ラ行,連用形,やる,ヤリ,ヤリ
出し,動詞,非自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
先生,名詞,一般,*,*,*,*,先生,センセイ,センセイ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
たくさん,名詞,副詞可能,*,*,*,*,たくさん,タクサン,タクサン
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
たくさん,名詞,副詞可能,*,*,*,*,たくさん,タクサン,タクサン
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。,記号,句点,*,*,*,*,。,。,。
ご,接頭詞,名詞接続,*,*,*,*,ご,ゴ,ゴ
生,名詞,形容動詞語幹,*,*,*,*,生,ナマ,ナマ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
やめ,動詞,自立,*,*,一段,連用形,やめる,ヤメ,ヤメ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ください,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる,クダサイ,クダサイ
。,記号,句点,*,*,*,*,。,。,。
これから,副詞,助詞類接続,*,*,*,*,これから,コレカラ,コレカラ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
先生,名詞,一般,*,*,*,*,先生,センセイ,センセイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
タクト,名詞,一般,*,*,*,*,タクト,タクト,タクト
なんか,助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ
とり,動詞,自立,*,*,五段・ラ行,連用形,とる,トリ,トリ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
「,記号,括弧開,*,*,*,*,「,「,「
だまれ,動詞,自立,*,*,五段・ラ行,命令ｅ,だまる,ダマレ,ダマレ
。,記号,句点,*,*,*,*,。,。,。
これから,副詞,助詞類接続,*,*,*,*,これから,コレカラ,コレカラ
虎,名詞,一般,*,*,*,*,虎,トラ,トラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
つかまえる,動詞,自立,*,*,一段,基本形,つかまえる,ツカマエル,ツカマエル
所,名詞,非自立,副詞可能,*,*,*,所,トコロ,トコロ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
猫,名詞,一般,*,*,*,*,猫,ネコ,ネコ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
くるし,形容詞,自立,*,*,形容詞・イ段,ガル接続,くるしい,クルシ,クルシ
がっ,動詞,接尾,*,*,五段・ラ行,連用タ接続,がる,ガッ,ガッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
はねあがっ,動詞,自立,*,*,五段・ラ行,連用タ接続,はねあがる,ハネアガッ,ハネアガッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
まわっ,動詞,非自立,*,*,五段・ラ行,連用タ接続,まわる,マワッ,マワッ
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ
壁,名詞,一般,*,*,*,*,壁,カベ,カベ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
からだ,名詞,一般,*,*,*,*,からだ,カラダ,カラダ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
くっつけ,動詞,自立,*,*,一段,連用形,くっつける,クッツケ,クッツケ
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
壁,名詞,一般,*,*,*,*,壁,カベ,カベ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
つい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,つく,ツイ,ツイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
あと,名詞,一般,*,*,*,*,あと,アト,アト
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
しばらく,副詞,助詞類接続,*,*,*,*,しばらく,シバラク,シバラク
青く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,青い,アオク,アオク
ひかる,動詞,自立,*,*,五段・ラ行,基本形,ひかる,ヒカル,ヒカル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
まい,助動詞,*,*,*,不変化型,基本形,まい,マイ,マイ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
猫,名詞,一般,*,*,*,*,猫,ネコ,ネコ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
まるで,副詞,一般,*,*,*,*,まるで,マルデ,マルデ
風車,名詞,一般,*,*,*,*,風車,カザグルマ,カザグルマ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
ぐるぐる,副詞,一般,*,*,*,*,ぐるぐる,グルグル,グルグル
ぐるぐる,副詞,一般,*,*,*,*,ぐるぐる,グルグル,グルグル
ゴーシュ,名詞,一般,*,*,*,*,ゴーシュ,*,*
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
まわり,動詞,自立,*,*,五段・ラ行,連用形,まわる,マワリ,マワリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
ゴーシュ,名詞,一般,*,*,*,*,ゴーシュ,*,*
も,助詞,係助詞,*,*,*,*,も,モ,モ
すこし,副詞,助詞類接続,*,*,*,*,すこし,スコシ,スコシ
ぐるぐる,副詞,一般,*,*,*,*,ぐるぐる,グルグル,グルグル
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
来,動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ので,助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ
、,記号,読点,*,*,*,*,、,、,、
「,記号,括弧開,*,*,*,*,「,「,「
さあ,感動詞,*,*,*,*,*,さあ,サア,サー
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
許し,動詞,自立,*,*,五段・サ行,連用形,許す,ユルシ,ユルシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
やる,動詞,非自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル
ぞ,助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
云い,動詞,自立,*,*,五段・ワ行促音便,連用形,云う,イイ,イイ
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
ようよう,副詞,一般,*,*,*,*,ようよう,ヨウヨウ,ヨーヨー
やめ,動詞,自立,*,*,一段,連用形,やめる,ヤメ,ヤメ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
すると,接続詞,*,*,*,*,*,すると,スルト,スルト
猫,名詞,一般,*,*,*,*,猫,ネコ,ネコ
も,助詞,係助詞,*,*,*,*,も,モ,モ
けろりと,副詞,一般,*,*,*,*,けろりと,ケロリト,ケロリト
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
「,記号,括弧開,*,*,*,*,「,「,「
先生,名詞,一般,*,*,*,*,先生,センセイ,センセイ
、,記号,読点,*,*,*,*,、,、,、
こん,名詞,固有名詞,人名,名,*,*,こん,コン,コン
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
演奏,名詞,サ変接続,*,*,*,*,演奏,エンソウ,エンソー
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
どうか,副詞,一般,*,*,*,*,どうか,ドウカ,ドーカ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
云い,動詞,自立,*,*,五段・ワ行促音便,連用形,云う,イイ,イイ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
セロ,名詞,一般,*,*,*,*,セロ,セロ,セロ
弾き,動詞,自立,*,*,五段・カ行イ音便,連用形,弾く,ハジキ,ハジキ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
また,接続詞,*,*,*,*,*,また,マタ,マタ
ぐっと,副詞,一般,*,*,*,*,ぐっと,グット,グット
しゃくにさわり,動詞,自立,*,*,五段・ラ行,連用形,しゃくにさわる,シャクニサワリ,シャクニサワリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
何気ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,何気ない,ナニゲナイ,ナニゲナイ
風,名詞,一般,*,*,*,*,風,カゼ,カゼ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
巻,名詞,一般,*,*,*,*,巻,マキ,マキ
たばこ,名詞,一般,*,*,*,*,たばこ,タバコ,タバコ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
一,名詞,数,*,*,*,*,一,イチ,イチ
本,名詞,接尾,助数詞,*,*,*,本,ホン,ホン
だし,動詞,自立,*,*,五段・サ行,連用形,だす,ダシ,ダシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
口,名詞,一般,*,*,*,*,口,クチ,クチ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
くわえ,動詞,自立,*,*,一段,連用形,くわえる,クワエ,クワエ
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
マッチ,名詞,一般,*,*,*,*,マッチ,マッチ,マッチ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
一,名詞,数,*,*,*,*,一,イチ,イチ
本,名詞,接尾,助数詞,*,*,*,本,ホン,ホン
とっ,動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
「,記号,括弧開,*,*,*,*,「,「,「
どう,副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー
だい,名詞,一般,*,*,*,*,だい,ダイ,ダイ
。,記号,句点,*,*,*,*,。,。,。
工合,名詞,一般,*,*,*,*,工合,グアイ,グアイ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
わるく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,わるい,ワルク,ワルク
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
かい,助詞,終助詞,*,*,*,*,かい,カイ,カイ
。,記号,句点,*,*,*,*,。,。,。
舌,名詞,一般,*,*,*,*,舌,シタ,シタ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
出し,動詞,自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ごらん,名詞,動詞非自立的,*,*,*,*,ごらん,ゴラン,ゴラン
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
猫,名詞,一般,*,*,*,*,猫,ネコ,ネコ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ばか,名詞,一般,*,*,*,*,ばか,バカ,バカ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
