表層形, 品詞, 品詞細分類1, 品詞細分類2, 品詞細分類3, 活用型, 活用形, 原形, 読み, 発音
ゐ,動詞,自立,*,*,一段,連用形,ゐる,ヰ,イ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。,記号,句点,*,*,*,*,。,。,。
ぼく,名詞,代名詞,一般,*,*,*,ぼく,ボク,ボク
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
カムパネルラ,名詞,一般,*,*,*,*,カムパネルラ,*,*
と,助詞,並立助詞,*,*,*,*,と,ト,ト
いつ,名詞,代名詞,一般,*,*,*,いつ,イツ,イツ
しよ,動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
歩い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゐ,動詞,自立,*,*,一段,連用形,ゐる,ヰ,イ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。,記号,句点,*,*,*,*,。,。,。
と,助詞,格助詞,引用,*,*,*,と,ト,ト
云,名詞,一般,*,*,*,*,云,ウン,ウン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
もう,副詞,一般,*,*,*,*,もう,モウ,モー
のど,名詞,一般,*,*,*,*,のど,ノド,ノド
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
つま,動詞,自立,*,*,五段・マ行,未然形,つむ,ツマ,ツマ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
何とも,副詞,一般,*,*,*,*,何とも,ナントモ,ナントモ
云,名詞,一般,*,*,*,*,云,ウン,ウン
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
ませ,助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ
ん,助動詞,*,*,*,不変化型,基本形,ん,ン,ン
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
すると,接続詞,*,*,*,*,*,すると,スルト,スルト
博士,名詞,一般,*,*,*,*,博士,ハカセ,ハカセ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
挨拶,名詞,サ変接続,*,*,*,*,挨拶,アイサツ,アイサツ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
來,名詞,一般,*,*,*,*,來,*,*
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
でも,助詞,副助詞,*,*,*,*,でも,デモ,デモ
思,名詞,一般,*,*,*,*,思,*,*
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
です,助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
、,記号,読点,*,*,*,*,、,、,、
しばらく,副詞,助詞類接続,*,*,*,*,しばらく,シバラク,シバラク
しげしげと,副詞,一般,*,*,*,*,しげしげと,シゲシゲト,シゲシゲト
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゐ,動詞,自立,*,*,一段,連用形,ゐる,ヰ,イ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
「,記号,括弧開,*,*,*,*,「,「,「
あなた,名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
さん,名詞,接尾,人名,*,*,*,さん,サン,サン
でし,助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ
。,記号,句点,*,*,*,*,。,。,。
どうも,副詞,一般,*,*,*,*,どうも,ドウモ,ドーモ
今晩,名詞,副詞可能,*,*,*,*,今晩,コンバン,コンバン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
ありがたう,形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,ありがたい,アリガタウ,アリガター
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
と,助詞,格助詞,引用,*,*,*,と,ト,ト
叮,名詞,一般,*,*,*,*,叮,*,*
ねい,動詞,自立,*,*,五段・ガ行,連用タ接続,ねぐ,ネイ,ネイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
云,名詞,一般,*,*,*,*,云,ウン,ウン
ひ,動詞,自立,*,*,一段,連用形,ひる,ヒ,ヒ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
も,助詞,係助詞,*,*,*,*,も,モ,モ
云,名詞,一般,*,*,*,*,云,ウン,ウン
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
ず,助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
ただ,名詞,一般,*,*,*,*,ただ,タダ,タダ
おじぎ,名詞,サ変接続,*,*,*,*,おじぎ,オジギ,オジギ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
あなた,名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
お父さん,名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
歸,名詞,一般,*,*,*,*,歸,*,*
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
ゐ,動詞,自立,*,*,一段,連用形,ゐる,ヰ,イ
ます,助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
博士,名詞,一般,*,*,*,*,博士,ハカセ,ハカセ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
堅く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,堅い,カタク,カタク
時計,名詞,一般,*,*,*,*,時計,トケイ,トケイ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
握,動詞,自立,*,*,五段・ラ行,体言接続特殊２,握る,ニギ,ニギ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
まま,名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ
、,記号,読点,*,*,*,*,、,、,、
また,接続詞,*,*,*,*,*,また,マタ,マタ
聞き,動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
いいえ,感動詞,*,*,*,*,*,いいえ,イイエ,イーエ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
かすか,名詞,形容動詞語幹,*,*,*,*,かすか,カスカ,カスカ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
頭,名詞,一般,*,*,*,*,頭,アタマ,アタマ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
ふり,動詞,自立,*,*,五段・ラ行,連用形,ふる,フリ,フリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
「,記号,括弧開,*,*,*,*,「,「,「
どう,副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
なあ,助詞,終助詞,*,*,*,*,なあ,ナア,ナー
、,記号,読点,*,*,*,*,、,、,、
ぼく,名詞,代名詞,一般,*,*,*,ぼく,ボク,ボク
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
一昨日,名詞,副詞可能,*,*,*,*,一昨日,オトトイ,オトトイ
大,名詞,一般,*,*,*,*,大,ダイ,ダイ
へん,助動詞,*,*,*,不変化型,基本形,へん,ヘン,ヘン
元,接頭詞,名詞接続,*,*,*,*,元,モト,モト
氣,名詞,一般,*,*,*,*,氣,*,*
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
便り,名詞,一般,*,*,*,*,便り,タヨリ,タヨリ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あつ,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,あつい,アツ,アツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
。,記号,句点,*,*,*,*,。,。,。
今日,名詞,副詞可能,*,*,*,*,今日,キョウ,キョー
あたり,名詞,接尾,一般,*,*,*,あたり,アタリ,アタリ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
着く,動詞,自立,*,*,五段・カ行イ音便,基本形,着く,ツク,ツク
ころ,名詞,非自立,副詞可能,*,*,*,ころ,コロ,コロ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
船,名詞,一般,*,*,*,*,船,フネ,フネ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
遲,名詞,一般,*,*,*,*,遲,*,*
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
。,記号,句点,*,*,*,*,。,。,。
ジヨバンニ,名詞,固有名詞,一般,*,*,*,ジヨバンニ,*,*
さん,名詞,接尾,人名,*,*,*,さん,サン,サン
。,記号,句点,*,*,*,*,。,。,。
あした,名詞,副詞可能,*,*,*,*,あした,アシタ,アシタ
放課後,名詞,一般,*,*,*,*,放課後,ホウカゴ,ホーカゴ
みなさん,名詞,代名詞,一般,*,*,*,みなさん,ミナサン,ミナサン
と,助詞,格助詞,一般,*,*,*,と,ト,ト
うち,名詞,一般,*,*,*,*,うち,ウチ,ウチ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
遊び,名詞,一般,*,*,*,*,遊び,アソビ,アソビ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
來,名詞,一般,*,*,*,*,來,*,*
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ください,動詞,非自立,*,*,五段・ラ行特殊,命令ｉ,くださる,クダサイ,クダサイ
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ
。,記号,句点,*,*,*,*,。,。,。
」,記号,括弧閉,*,*,*,*,」,」,」
さ,動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
云,名詞,一般,*,*,*,*,云,ウン,ウン
ひ,動詞,自立,*,*,一段,連用形,ひる,ヒ,ヒ
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
博士,名詞,一般,*,*,*,*,博士,ハカセ,ハカセ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
また,接続詞,*,*,*,*,*,また,マタ,マタ
、,記号,読点,*,*,*,*,、,、,、
川下,名詞,一般,*,*,*,*,川下,カワシモ,カワシモ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
銀河,名詞,一般,*,*,*,*,銀河,ギンガ,ギンガ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
いつ,名詞,代名詞,一般,*,*,*,いつ,イツ,イツ
ぱいにうつつた,名詞,一般,*,*,*,*,ぱいにうつつた,*,*
方,名詞,接尾,一般,*,*,*,方,カタ,カタ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
、,記号,読点,*,*,*,*,、,、,、
ぢ,名詞,一般,*,*,*,*,ぢ,ヂ,ジ
つと,副詞,一般,*,*,*,*,つと,ツト,ツト
眼,名詞,一般,*,*,*,*,眼,メ,メ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
送り,動詞,自立,*,*,五段・ラ行,連用形,送る,オクリ,オクリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
もう,副詞,一般,*,*,*,*,もう,モウ,モー
いろいろ,名詞,形容動詞語幹,*,*,*,*,いろいろ,イロイロ,イロイロ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
こと,名詞,非自立,一般,*,*,*,こと,コト,コト
で,助詞,格助詞,一般,*,*,*,で,デ,デ
胸,名詞,一般,*,*,*,*,胸,ムネ,ムネ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
い,動詞,自立,*,*,一段,連用形,いる,イ,イ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
ぱいで,名詞,一般,*,*,*,*,ぱいで,*,*
、,記号,読点,*,*,*,*,、,、,、
なんにも,副詞,一般,*,*,*,*,なんにも,ナンニモ,ナンニモ
云,名詞,一般,*,*,*,*,云,ウン,ウン
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
ず,助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
、,記号,読点,*,*,*,*,、,、,、
博士,名詞,一般,*,*,*,*,博士,ハカセ,ハカセ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
前,名詞,副詞可能,*,*,*,*,前,マエ,マエ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
はなれ,動詞,自立,*,*,一段,連用形,はなれる,ハナレ,ハナレ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
、,記号,読点,*,*,*,*,、,、,、
早く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク
お母さん,名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
お父さん,名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
歸,名詞,一般,*,*,*,*,歸,*,*
る,助動詞,*,*,*,文語・ル,基本形,る,ル,ル
こと,名詞,非自立,一般,*,*,*,こと,コト,コト
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
知らせよ,動詞,自立,*,*,一段,未然ウ接続,知らせる,シラセヨ,シラセヨ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
思ふ,動詞,自立,*,*,四段・ハ行,基本形,思ふ,オモフ,オモウ
と,助詞,接続助詞,*,*,*,*,と,ト,ト
、,記号,読点,*,*,*,*,、,、,、
牛乳,名詞,一般,*,*,*,*,牛乳,ギュウニュウ,ギューニュー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
持つ,動詞,自立,*,*,五段・タ行,基本形,持つ,モツ,モツ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
まま,名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ
、,記号,読点,*,*,*,*,、,、,、
もう,副詞,一般,*,*,*,*,もう,モウ,モー
一目散,名詞,一般,*,*,*,*,一目散,イチモクサン,イチモクサン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
河原,名詞,一般,*,*,*,*,河原,カワラ,カワラ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
街,名詞,一般,*,*,*,*,街,マチ,マチ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
方,名詞,非自立,一般,*,*,*,方,ホウ,ホー
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
走り,動詞,自立,*,*,五段・ラ行,連用形,走る,ハシリ,ハシリ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
けれども,接続詞,*,*,*,*,*,けれども,ケレドモ,ケレドモ
また,接続詞,*,*,*,*,*,また,マタ,マタ
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
ジヨバンニ,名詞,一般,*,*,*,*,ジヨバンニ,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
目,名詞,一般,*,*,*,*,目,メ,メ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
涙,名詞,一般,*,*,*,*,涙,ナミダ,ナミダ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
一,名詞,数,*,*,*,*,一,イチ,イチ
杯,名詞,接尾,助数詞,*,*,*,杯,ハイ,ハイ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
來,名詞,一般,*,*,*,*,來,*,*
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
街,名詞,一般,*,*,*,*,街,マチ,マチ
燈,名詞,一般,*,*,*,*,燈,*,*
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
飾り窓,名詞,一般,*,*,*,*,飾り窓,カザリマド,カザリマド
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
色々,名詞,一般,*,*,*,*,色々,イロイロ,イロイロ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
あかり,名詞,固有名詞,人名,名,*,*,あかり,アカリ,アカリ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
ぼんやり,名詞,サ変接続,*,*,*,*,ぼんやり,ボンヤリ,ボンヤリ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
夢,名詞,一般,*,*,*,*,夢,ユメ,ユメ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
やう,名詞,非自立,助動詞語幹,*,*,*,やう,ヤウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
見える,動詞,自立,*,*,一段,基本形,見える,ミエル,ミエル
だけ,助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
、,記号,読点,*,*,*,*,、,、,、
い,動詞,自立,*,*,一段,連用形,いる,イ,イ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
たいじ,名詞,固有名詞,人名,姓,*,*,たいじ,タイジ,タイジ
ぶん,名詞,一般,*,*,*,*,ぶん,ブン,ブン
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
走,動詞,自立,*,*,五段・ラ行,体言接続特殊２,走る,ハシ,ハシ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ゐる,動詞,自立,*,*,一段,基本形,ゐる,ヰル,イル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
、,記号,読点,*,*,*,*,、,、,、
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
行く,動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
すら,助詞,係助詞,*,*,*,*,すら,スラ,スラ
わから,動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ
なく,助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
走り,名詞,一般,*,*,*,*,走り,ハシリ,ハシリ
續,名詞,一般,*,*,*,*,續,*,*
け,助詞,終助詞,*,*,*,*,け,ケ,ケ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
いつか,名詞,副詞可能,*,*,*,*,いつか,イツカ,イツカ
ひとりでに,副詞,一般,*,*,*,*,ひとりでに,ヒトリデニ,ヒトリデニ
さつき,名詞,固有名詞,地域,一般,*,*,さつき,サツキ,サツキ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
牧場,名詞,一般,*,*,*,*,牧場,ボクジョウ,ボクジョー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
うし,名詞,一般,*,*,*,*,うし,ウシ,ウシ
ろ,名詞,一般,*,*,*,*,ろ,ロ,ロ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
通,名詞,一般,*,*,*,*,通,ツウ,ツー
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
、,記号,読点,*,*,*,*,、,、,、
また,接続詞,*,*,*,*,*,また,マタ,マタ
丘,名詞,一般,*,*,*,*,丘,オカ,オカ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
頂,名詞,一般,*,*,*,*,頂,イタダキ,イタダキ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
來,名詞,一般,*,*,*,*,來,*,*
て,助詞,格助詞,連語,*,*,*,て,テ,テ
天,名詞,一般,*,*,*,*,天,テン,テン
氣輪,名詞,一般,*,*,*,*,氣輪,*,*
の,助詞,連体化,*,*,*,*,の,ノ,ノ
柱,名詞,一般,*,*,*,*,柱,ハシラ,ハシラ
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
天の川,名詞,一般,*,*,*,*,天の川,アマノガワ,アマノガワ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
うるん,動詞,自立,*,*,五段・マ行,連用タ接続,うるむ,ウルン,ウルン
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
目,名詞,一般,*,*,*,*,目,メ,メ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
ぼんやり,副詞,一般,*,*,*,*,ぼんやり,ボンヤリ,ボンヤリ
見つめ,動詞,自立,*,*,一段,連用形,見つめる,ミツメ,ミツメ
ながら,助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ
坐,動詞,自立,*,*,五段・ラ行,体言接続特殊２,坐る,スワ,スワ
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
しまひ,動詞,非自立,*,*,四段・ハ行,連用形,しまふ,シマヒ,シマイ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
汽車,名詞,一般,*,*,*,*,汽車,キシャ,キシャ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
音,名詞,一般,*,*,*,*,音,オト,オト
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
遠く,名詞,副詞可能,*,*,*,*,遠く,トオク,トーク
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
きこえ,動詞,自立,*,*,一段,連用形,きこえる,キコエ,キコエ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
來,名詞,一般,*,*,*,*,來,*,*
て,助詞,格助詞,連語,*,*,*,て,テ,テ
、,記号,読点,*,*,*,*,、,、,、
だんだん,副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン
高く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,高い,タカク,タカク
なり,動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
また,副詞,助詞類接続,*,*,*,*,また,マタ,マタ
低く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,低い,ヒクク,ヒクク
な,助動詞,*,*,*,特殊・ナイ,ガル接続,ない,ナ,ナ
つて,名詞,一般,*,*,*,*,つて,ツテ,ツテ
行き,動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ
まし,助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。,記号,句点,*,*,*,*,。,。,。
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
音,名詞,一般,*,*,*,*,音,オト,オト
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
